Evaluation date,Type of place evaluated,Commune name,Municipal section name,Neighborhood name,Name of the site,Spontaneous site type,Internally displaced households,IDPs counted,Site size in meters,Land ownership,Site creation date,Presence of IDPs?,Presence of old IDP returned?,Baby boys under 1 year old,Baby girls under a year old,Boys from 1 to 5 years old,Girls from 1 to 5 years old,Boys from 6 to 11 years old,Girls from 6 to 11 years old,Boys from 12 to 17 years old,Girls from 12 to 17 years old,People aged 60 and over,Department of origin for majority of IDPs,Municipality of origin for majority of IDPs,Municipal section of origin for IDPs,District of origin for IDPs,Date fled,Reason for fleeing,Reason why IDP chose to take refuge in this place,Is the place accessible?,Tension between displaced people and the host community?,Distribution of food received?,Health assistance,Assistance psychosocial,Assistance WASH,Distribution CASH,Education assistance,Possession of identity documents by the majority of displaced persons?,If not why ?,"What are the 3 main
security concerns in the
site?",Do boys attend school?,Do girls attend school?,Health problems,proportion vaccine cholera,Why not cholera vaccine,How much Death Cholera,Food source,Access to fertile land,Proportion of persons carrying out a subsistence activity
2023-02-24,Host community,Delmas,1re Section St Martin,Terrain Acra 2,Not applicable to host communities,Not applicable to host communities,20,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,6,8,10,8,12,8,10,6,Ouest,Cité Soleil,4ème Bellevue la Montagne,Wharf Jeremie,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,"Abus Police Attaque GA, G Vol",some,some,Fivem cough illness_peau,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-27,Host community,Croix-Des-Bouquets,3e Section Petit Bois,Marassa - Santo - Djaboul,Not applicable to host communities,Not applicable to host communities,20,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,5,5,5,10,5,10,10,10,5,Ouest,Croix-Des-Bouquets,4ème Bellevue la Montagne,Bellanton,2022-5,Attack/violence,Relationship or friendship with members of the host community,"No, because of security",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,Fivem cough illness_peau,Nobody,fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-26,Host community,Cité Soleil,2e Section des Varreux,Bois Neuf,Not applicable to host communities,Not applicable to host communities,25,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,4,6,5,7,9,6,15,5,2,Ouest,Cité Soleil,4ème Bellevue la Montagne,Bois Neuf,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,Yes,no,Yes,Yes,no,Yes,,GA GA-G Combat Gang,some,some,Paludisme fever disorders_psychologies,The majority of people (around 75%),fear,4,Borrow purchase_Marche seated_hum,No access to cultivable land,some
2023-02-27,Host community,Delmas,1re Section St Martin,Citron,Not applicable to host communities,Not applicable to host communities,25,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,4,9,5,8,9,13,6,10,10,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Frères,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,other flight,half,half,Diarrhee fever cough,About half of the people,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-03-02,Host community,Delmas,1re Section St Martin,Delmas 13,Not applicable to host communities,Not applicable to host communities,20,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,3,5,7,8,8,8,10,3,Ouest,Croix-Des-Bouquets,4ème Bellevue la Montagne,Canaan - Jerusalem,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,Yes,no,no,no,no,no,no,Yes,,"attaque ga,g vol kidnapping",half,half,Disease_ PEX,The majority of people (around 75%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-03-09,Host community,Carrefour,11e Section Rivière Froide,Changement,Not applicable to host communities,Not applicable to host communities,20,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,5,10,4,7,10,12,6,11,3,Ouest,Port-au-Prince,6ème Turgeau,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Lack of interest,"Attack GA, G Fight gang gang police",half,half,malaria cough illness_peau,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-22,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Dupont,Not applicable to host communities,Not applicable to host communities,15,100,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,1,0,0,2,1,20,30,1,Ouest,Pétion-Ville,8ème Martissant,Chavannes Prolongee,2023-2,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g sexual violence kidnapping",all,all,cough infection_plaie fever,Do not know / no answer,,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",half
2023-02-24,Host community,Carrefour,11e Section Rivière Froide,Village Petit Paradis,Not applicable to host communities,Not applicable to host communities,14,99,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,0,6,6,8,12,11,13,0,Ouest,Carrefour,11ème Rivière Froide,Village Petit Paradis,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,Cough fever,About half of the people,fear,,Borrow purchase_marche,No access to cultivable land,some
2023-02-14,Site,Carrefour,10e Section Thor,Bas Thorland,In pacchled,Site installed on an air space,24,94,Over 150 square meters,To private persons,2011-01-01,Yes,,4,6,8,10,6,8,10,14,2,Ouest,Carrefour,10ème Thor,Bas Thorland,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",Yes,no,no,no,no,Yes,no,no, Lack of financial means,"Ga attack, g other",some,some,infection_plaie disease_peau cholera,A few people (about 25%),fear,9,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-22,Host community,Tabarre,3e Section Bellevue,Clercine II,Not applicable to host communities,Not applicable to host communities,22,88,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,3,8,9,7,8,9,10,1,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",half,half,Fivem cough illness_peau,Do not know / no answer,,,Purchase_Marche borrowing,No access to cultivable land,some
2023-02-20,Host community,Delmas,1re Section St Martin,Peligre - Charbonnière,Not applicable to host communities,Not applicable to host communities,20,80,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,5,4,6,7,10,6,8,6,Ouest,Pétion-Ville,1ère Varreux,Pernier 24,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,other,some,some,cough fever troubles_psychological,About half of the people,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-16,Host community,Carrefour,10e Section Thor,Brochette,Not applicable to host communities,Not applicable to host communities,16,80,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,1,3,8,7,10,10,10,3,Ouest,Port-au-Prince,1ère Varreux,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,No office,illegal tax extortion flight,half,half,cholera malaria disease_peau,About half of the people,not,,Purchase_Marche Production_Subsistance,No access to cultivable land,half
2023-02-28,Host community,Delmas,1re Section St Martin,Paloma,Not applicable to host communities,Not applicable to host communities,20,80,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,6,5,10,3,9,5,12,4,Ouest,Cité Soleil,4ème Bellevue la Montagne,Drouillard,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,Taxe illegal kidnapping vol,half,half,other fever,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-03-11,Site,Cité Soleil,2e Section des Varreux,Bois Neuf,Co -herier Church of Jesus Christ,Temple/Church,20,80,Over 150 square meters,To private persons,2022-05-01,Yes,,0,1,3,3,3,4,3,3,4,Ouest,Cité Soleil,4ème Bellevue la Montagne,Bois Neuf,2022-5,disaster,Relationship or friendship with members of the host community,Yes,no,Yes,Yes,no,Yes,Yes,no,Yes,,"Attack GA, G Fight gang gang police",some,some,Malaria malnutrition disease_peau,The majority of people (around 75%),fear,4,Borrow purchase_marche,No access to cultivable land,some
2023-02-22,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Girardeau,Not applicable to host communities,Not applicable to host communities,15,80,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,4,6,10,20,4,6,4,6,0,Ouest,Pétion-Ville,8ème Martissant,Chavannes Prolongee,2023-2,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g kidnapping sexual violence",all,all,illness_peau cough fever,Nobody,no_vaccin,,Purchase_Marche,No access to cultivable land,majority
2023-02-23,Host community,Cité Soleil,2e Section des Varreux,Ti Ayiti,Not applicable to host communities,Not applicable to host communities,12,79,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,1,8,7,3,5,5,8,0,Ouest,Cité Soleil,1ère Varreux,Ti Ayiti,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,No office,"Attack GA, G Fight gang gang police",some,some,Illness_ Malnutrition Diarrhee,A few people (about 25%),fear,10,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Cité Soleil,2e Section des Varreux,Cite Fierte - Linto 1,Not applicable to host communities,Not applicable to host communities,15,77,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,1,3,4,3,1,10,8,4,Ouest,Cité Soleil,1ère Varreux,Cite Fierte - Linto 1,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,no,no,no,no,no,no,No office,"Attack GA, G Fight gang gang police",some,some,illness_ malnutrition cholera,About half of the people,fear,13,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-14,Host community,Delmas,1re Section St Martin,Delmas 5,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,2,5,10,2,5,5,5,3,Ouest,Croix-Des-Bouquets,11ème Rivière Froide,Canaan - Jerusalem,2022-10,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,no,no,no,no,no,no,other,other,some,some,cholera fever diarrhee,Do not know / no answer,,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-14,Host community,Port-au-Prince,1re Section Turgeau,Poste Marchand,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,6,9,2,6,12,9,9,Ouest,Port-au-Prince,1ère Varreux,Poste Marchand,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,"Ga attack, g kidnapping combat gang",NSP,NSP,Other fever other,Nobody,no_vaccin,,Purchase_Marche borrowing,No access to cultivable land,some
2023-02-15,Host community,Delmas,1re Section St Martin,Delmas 19 - Joseph Janvier,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,4,8,6,8,7,5,4,6,6,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,abus police kidnapping vol,half,half,cholera illness_peau cough,About half of the people,fear,,Borrowing barter,"In any case, there is no cultivable land available in the area",some
2023-02-15,Host community,Croix-Des-Bouquets,1re Section des Varreux,Shada - Tiginen,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,7,5,10,5,10,5,10,3,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"fight gang gang font attacks ga, g",majority,majority,cholera cough fever,Nobody,not,,Purchase_Marche,No access to cultivable land,some
2023-02-22,Host community,Croix-Des-Bouquets,1re Section des Varreux,Silvina - Madelaine,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,5,5,5,5,5,5,5,5,5,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",half,half,Disease_ PEX,Nobody,fear,,Production_Subsistance Purchase_Marche,No access to cultivable land,some
2023-02-23,Host community,Croix-Des-Bouquets,2e Section des Varreux,Meyer - Dessources,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,8,3,7,5,7,6,7,5,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2021-12,Preventive displacement/fear,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,Kidnapping Vol Violence Sexual,some,some,Malnutrition fever,Nobody,Pas_vaccin fear,,Purchase_ borrowing borrowing,No access to cultivable land,some
